Thunnus_thynnus,2.5,13
Thunnus_obesus,2.1,-17
Thunnus_maccoyii,2.1,27
Thunnus_albacares,2.7,-0.81
Katsuwonus_pelamis,3.1,1.5
Thunnus_orientalis,5.8,13  
