Thunnus_thynnus,3.1,13.4
Thunnus_obesus,2.1,-17
Thunnus_maccoyii,2.9,28.6
Thunnus_albacares,2.7,-0.8
Thunnus_alalunga,1.9,7.2 
Katsuwonus_pelamis,3.1,1.5
